gen avg max std
0.000000 -0.099860 48.073074 10.462971
1.000000 4.516577 56.370637 12.671195
2.000000 10.819800 56.370637 14.189908
3.000000 14.072594 56.370637 14.340406
4.000000 16.262271 74.095249 13.903204
5.000000 16.572285 74.095249 14.237219
6.000000 16.643077 86.269477 17.836698
7.000000 17.514457 86.269477 17.060135
8.000000 19.037267 86.269477 18.090989
9.000000 19.949845 86.269477 19.171121
10.000000 21.017679 86.269477 20.177206
11.000000 19.807079 86.269477 21.196829
12.000000 21.493159 86.269477 21.584655
13.000000 23.603362 86.269477 22.451198
14.000000 25.381545 86.269477 26.066323
15.000000 25.372805 86.269477 26.882708
16.000000 27.931198 86.269477 28.889704
17.000000 31.134208 86.269477 30.294334
18.000000 34.427437 86.269477 32.641929
19.000000 39.054149 86.269477 34.599519
20.000000 45.817000 86.269477 36.826860
21.000000 61.654450 86.269477 32.827726
22.000000 69.595366 86.269477 30.527230
23.000000 74.707072 86.269477 25.829168
24.000000 75.180269 86.269477 25.636148
25.000000 71.779087 86.269477 27.991288
26.000000 71.065968 86.269477 28.657095
27.000000 71.701526 86.269477 27.790670
