gen avg max std
0.000000 3.551700 87.139358 22.269273
1.000000 11.048581 87.139358 26.010985
2.000000 26.350862 90.206611 33.283728
3.000000 39.362880 90.593025 38.156692
4.000000 52.577421 90.206611 38.080254
5.000000 64.777311 90.206611 35.230465
6.000000 65.520138 90.206611 35.289883
7.000000 64.749241 90.206611 35.929150
8.000000 57.456432 90.206611 39.892598
9.000000 62.152306 90.306677 35.853867
10.000000 62.920887 90.306677 36.275115
11.000000 68.257046 90.206611 33.677051
12.000000 64.485557 90.593025 36.764771
13.000000 64.845977 90.593025 37.148350
14.000000 66.061510 90.593025 35.955798
15.000000 68.582135 91.756695 35.138305
16.000000 66.909039 91.756695 36.698601
17.000000 68.483103 91.756695 35.218153
18.000000 67.223917 92.256168 34.743933
19.000000 67.257373 92.256168 34.699104
20.000000 70.479314 92.256168 33.078443
21.000000 69.853418 92.256168 32.511334
22.000000 69.211986 92.256168 35.029980
23.000000 56.243641 92.256168 40.983797
24.000000 66.274006 92.256168 36.306967
25.000000 70.517589 92.256168 33.288259
26.000000 63.738380 92.256168 36.602298
27.000000 64.714260 92.256168 37.487155
28.000000 63.660159 92.256168 36.275660
29.000000 70.555435 92.256168 33.994188
30.000000 70.105569 92.476695 34.485976
