gen avg max std
0.000000 -1.479870 36.629969 11.206050
1.000000 3.519200 38.357075 14.792408
2.000000 10.075280 35.167816 14.450752
3.000000 24.657500 61.018011 10.716964
4.000000 29.332628 37.557992 4.498936
5.000000 34.846242 78.963414 9.969618
6.000000 43.433246 79.467023 14.061550
7.000000 42.471728 78.983648 14.000385
8.000000 46.811225 79.571448 17.382334
9.000000 43.459561 80.352985 14.832009
10.000000 49.053997 87.469286 17.813488
11.000000 52.913875 85.626163 18.938822
12.000000 59.990546 79.662843 18.067319
13.000000 71.137892 85.828495 12.785823
14.000000 75.507779 87.383730 6.738229
15.000000 78.722373 88.020909 4.116452
16.000000 77.795942 87.093284 5.129787
17.000000 77.830901 87.085430 4.803330
18.000000 79.905285 87.297571 3.237437
19.000000 79.830132 87.118147 2.994574
20.000000 79.472451 88.119826 1.698341
21.000000 79.600483 87.038884 1.761543
22.000000 80.282874 87.157992 2.601850
23.000000 80.511570 87.112293 2.862450
24.000000 80.863661 86.785397 3.000944
25.000000 81.197773 87.501947 3.192459
26.000000 80.898862 87.474324 2.979928
27.000000 81.723294 88.039936 3.370413
28.000000 82.762029 87.811988 3.297018
29.000000 83.554057 87.720301 3.233056
30.000000 84.401380 88.085983 3.145687
