gen avg max std
0.000000 -2.278882 35.167816 10.029999
1.000000 3.575773 52.553106 15.171456
2.000000 12.266329 57.113984 17.594839
3.000000 22.257297 50.139281 9.759789
4.000000 30.787247 72.905909 10.087996
5.000000 34.404565 73.802461 9.499059
6.000000 37.813095 80.078198 11.892312
7.000000 42.527213 86.440042 14.287631
8.000000 44.894298 86.466221 16.866683
9.000000 52.149280 86.079357 19.677966
10.000000 59.957238 86.370092 19.068099
11.000000 76.628703 86.354026 7.398099
12.000000 77.344371 86.725156 4.667418
13.000000 79.075269 86.775812 3.837550
14.000000 77.908251 86.507306 4.040828
15.000000 78.908332 86.074830 4.840838
16.000000 80.520908 86.231457 3.409017
17.000000 80.318488 86.728131 3.056644
18.000000 80.793120 87.826860 3.118419
19.000000 81.256397 88.267093 2.759860
20.000000 81.647873 86.760670 2.933099
21.000000 82.248628 87.264369 3.010639
22.000000 82.408555 86.555251 3.044046
23.000000 82.172729 86.614056 3.062896
24.000000 81.820681 87.103184 2.950491
25.000000 82.486447 87.201667 3.070579
26.000000 82.743510 87.331501 3.151963
27.000000 82.160814 86.801616 3.097688
28.000000 83.436620 87.162422 3.042154
29.000000 83.787787 87.069701 2.976665
30.000000 84.244956 87.215592 2.742431
