gen avg max std
0.000000 5.422143 39.159358 11.027598
1.000000 11.357235 39.188859 9.267631
2.000000 17.151921 39.365210 6.568622
3.000000 23.135000 39.241098 4.459243
4.000000 23.539652 48.036421 5.034611
5.000000 23.410466 56.901926 5.570565
6.000000 23.443914 47.630099 4.958611
7.000000 23.329367 39.113896 3.804308
8.000000 23.160798 39.108356 3.675643
9.000000 23.158677 30.711733 3.196551
10.000000 24.083834 39.409013 4.251210
11.000000 23.749614 30.711733 3.635583
12.000000 22.360078 30.716796 2.102507
13.000000 23.782388 30.711733 3.600047
14.000000 24.122013 48.054579 4.887725
15.000000 24.290580 47.729012 5.212117
16.000000 23.742206 65.513839 6.604146
17.000000 26.949986 84.157370 11.028037
18.000000 25.988715 65.284617 7.743488
19.000000 24.108089 56.341989 6.184505
20.000000 24.690130 84.664231 9.805103
21.000000 25.370557 65.458970 7.360692
22.000000 24.163753 65.482329 6.704030
23.000000 24.698024 65.393350 8.057777
24.000000 24.528214 84.881860 9.328538
25.000000 24.892403 56.799491 6.387700
26.000000 26.027188 84.940078 12.791268
27.000000 26.505061 65.599743 10.838883
28.000000 27.246618 83.891240 13.467790
29.000000 27.953567 84.936867 14.965331
30.000000 29.392177 84.810176 16.585734
