gen avg max std
0.000000 -0.707707 65.485287 10.002975
1.000000 5.066507 85.486955 13.492525
2.000000 8.381080 30.502832 11.826997
3.000000 11.782764 30.536168 11.349129
4.000000 13.383228 47.383935 11.818388
5.000000 14.621632 48.156456 11.736766
6.000000 15.129402 56.868774 12.211083
7.000000 14.255827 74.031150 12.827978
8.000000 15.232509 74.031150 13.087537
9.000000 14.889203 74.031150 14.384446
10.000000 16.710838 74.031150 14.267802
11.000000 17.125148 74.031150 14.347654
12.000000 16.028083 74.031150 14.795120
13.000000 17.406051 74.031150 14.292472
14.000000 16.452315 74.031150 14.987473
15.000000 16.410661 74.028331 16.292408
16.000000 15.930445 74.706581 16.953511
17.000000 16.469944 74.706581 16.645473
18.000000 15.559045 65.412450 17.065371
19.000000 16.891107 65.412450 17.431375
20.000000 18.773404 65.412450 19.516129
21.000000 21.087153 73.795851 22.201413
22.000000 20.620039 83.388046 22.041350
23.000000 17.627876 83.388046 21.352874
24.000000 17.735699 83.388046 21.283446
25.000000 22.093651 84.203222 21.262477
26.000000 20.652210 84.203222 22.400568
27.000000 21.377565 83.388046 21.578613
28.000000 25.090110 85.481215 23.757694
29.000000 26.298427 83.388046 23.585349
30.000000 28.367987 87.364360 24.912503
31.000000 32.396419 85.420816 27.075724
32.000000 32.533721 85.420816 27.430583
33.000000 35.931956 85.420816 27.153267
34.000000 36.745457 85.420816 28.384476
35.000000 38.705508 85.420816 28.596944
36.000000 38.528452 85.938378 28.461693
37.000000 38.694188 85.938378 29.138604
38.000000 38.277167 85.938378 29.004778
39.000000 36.955355 87.398145 29.601829
40.000000 37.635276 87.176952 28.704224
41.000000 39.967809 87.176952 30.483203
42.000000 42.081122 87.176952 30.379360
43.000000 37.680474 87.176952 31.036988
44.000000 36.577364 87.176952 31.521262
45.000000 35.610002 87.176952 31.682279
46.000000 33.594642 87.176952 31.736534
47.000000 36.329028 89.084407 32.524052
48.000000 34.863150 89.084407 32.644318
49.000000 35.561741 89.084407 32.363642
50.000000 39.521999 89.084407 34.043870
