gen avg max std
0.000000 -2.591338 40.785397 9.400865
1.000000 2.215350 42.229903 12.611636
2.000000 8.654525 47.131716 15.452642
3.000000 12.003211 69.677155 17.184027
4.000000 19.857324 85.738514 21.136178
5.000000 20.398743 79.462392 22.527123
6.000000 26.273055 86.205044 24.927741
7.000000 31.687087 86.205044 25.497319
8.000000 36.844054 86.205044 27.282147
9.000000 36.745032 86.248548 28.685909
10.000000 35.796328 86.248548 31.740855
11.000000 40.908907 86.248548 30.326411
12.000000 43.581079 86.248548 30.601436
13.000000 44.630117 86.248548 32.126307
14.000000 48.145553 86.248548 34.145770
15.000000 49.942339 86.248548 36.171327
16.000000 50.310887 86.248548 35.141539
17.000000 58.564524 86.248548 35.996103
18.000000 65.719745 86.426757 33.545307
19.000000 66.170106 86.588474 33.754393
20.000000 67.913366 86.733163 32.664739
21.000000 68.307231 86.747676 33.887869
22.000000 65.218865 88.847436 33.622660
23.000000 66.793229 88.847436 29.363174
24.000000 64.987935 88.847436 30.859281
25.000000 63.608120 88.847436 31.757808
26.000000 68.093054 88.847436 30.134250
27.000000 61.095482 88.847436 35.267530
28.000000 62.801074 88.847436 35.807418
29.000000 64.387024 89.453107 34.683011
30.000000 66.594235 88.847436 34.236386
