gen avg max std
0.000000 -0.068692 79.029922 14.841533
1.000000 7.994597 79.029922 19.590978
2.000000 13.365818 79.029922 21.086210
3.000000 15.249547 79.029922 23.001767
4.000000 25.548720 79.763602 24.513242
5.000000 28.173488 86.234313 24.564698
6.000000 32.322702 86.234313 26.436497
7.000000 31.893302 86.234313 29.991555
8.000000 40.884611 86.234313 31.285406
9.000000 52.401065 86.531830 28.612873
10.000000 41.221890 86.531830 35.490885
11.000000 48.009987 86.234313 33.514465
12.000000 45.820060 86.525008 36.024408
13.000000 41.803320 86.234313 37.081798
14.000000 44.767146 87.121178 34.158488
15.000000 46.756306 86.234313 32.825759
16.000000 54.020499 86.543954 29.709404
17.000000 61.937152 86.543954 30.850096
18.000000 64.280928 87.222053 29.357695
19.000000 63.161035 87.222053 29.006049
20.000000 68.575169 87.222053 24.935756
21.000000 72.401793 87.222053 26.420188
22.000000 67.598253 87.259653 28.493713
23.000000 69.759359 87.259653 28.046514
24.000000 69.362089 87.445889 24.083954
25.000000 68.739705 87.810264 26.893572
26.000000 71.430929 87.259653 25.497465
27.000000 64.215307 87.259653 30.553567
28.000000 66.530696 87.757212 30.688688
29.000000 67.543364 87.757212 30.931570
30.000000 71.084852 87.692712 28.938377
