gen avg max std
0.000000 -0.004789 35.203429 12.415814
1.000000 3.771800 78.928535 15.834681
2.000000 8.947592 51.281597 16.282497
3.000000 14.451841 75.045292 17.119108
4.000000 22.195348 75.045292 18.974198
5.000000 25.869694 86.492750 21.334418
6.000000 27.166398 86.492750 24.990602
7.000000 33.953999 86.414097 26.034871
8.000000 33.083663 85.984866 26.853188
9.000000 36.027846 85.984866 27.055976
10.000000 37.343101 86.185465 28.467141
11.000000 35.984666 85.984866 27.023321
12.000000 37.659809 85.984866 29.803972
13.000000 40.292635 85.984866 29.983895
14.000000 38.355458 85.984866 29.453806
15.000000 43.395127 85.984866 29.859333
16.000000 45.714509 87.148228 31.403275
17.000000 46.197113 87.250873 30.790114
18.000000 49.926645 87.250873 33.568830
19.000000 48.337094 87.250873 32.403485
20.000000 50.721851 87.250873 34.911720
21.000000 56.337243 87.250873 30.762350
22.000000 57.370327 87.250873 33.667432
23.000000 54.933002 87.250873 34.955339
24.000000 56.840616 87.250873 33.933038
25.000000 56.352110 87.250873 32.055914
26.000000 61.896507 87.250873 29.312316
27.000000 63.708766 87.250873 31.292607
28.000000 64.857920 87.276208 29.137374
29.000000 67.088320 87.380123 28.029567
30.000000 68.359676 87.380123 28.138864
