gen avg max std
0.000000 -0.313580 56.102295 10.377274
1.000000 4.345020 56.336867 12.636257
2.000000 8.414588 74.521490 13.605758
3.000000 12.091361 74.521490 14.477649
4.000000 15.462261 74.521490 13.946273
5.000000 16.615097 86.199809 14.451012
6.000000 16.002686 86.199809 13.631442
7.000000 17.535293 86.199809 15.287606
8.000000 18.098537 86.199809 15.685702
9.000000 16.283206 89.875913 16.812569
10.000000 16.547639 89.875913 17.117249
11.000000 18.649504 89.875913 18.198032
12.000000 17.296257 89.875913 17.946767
13.000000 19.191933 89.875913 18.816892
14.000000 20.639550 89.875913 21.831563
15.000000 19.529057 87.305396 22.958436
16.000000 21.494300 87.305396 24.897778
17.000000 24.749497 87.305396 28.047932
18.000000 24.699282 87.305396 29.808366
19.000000 32.224041 87.305396 34.252529
20.000000 37.950260 87.305396 35.342638
21.000000 40.083458 87.305396 36.959299
22.000000 48.773563 87.305396 36.992351
23.000000 52.069556 87.305396 38.186645
24.000000 62.516441 87.305396 34.828513
25.000000 62.003549 87.305396 35.847197
26.000000 61.819470 87.305396 36.475175
27.000000 66.477172 87.305396 33.752312
28.000000 59.224468 87.403741 36.807039
29.000000 52.012791 87.305396 39.912196
30.000000 49.096862 87.305396 39.693482
31.000000 47.158386 87.305396 38.877520
32.000000 46.749135 88.020745 38.822187
33.000000 48.959287 88.020745 40.784506
34.000000 62.280278 88.020745 36.277004
35.000000 70.462228 88.544560 31.540239
36.000000 72.101010 88.544560 30.279219
37.000000 72.815583 89.702169 28.429670
38.000000 70.946950 89.702169 30.106560
39.000000 63.500326 89.702169 34.107516
40.000000 61.307950 89.702169 34.894385
41.000000 63.745271 89.702169 34.027722
42.000000 61.108406 89.702169 34.962421
43.000000 62.297325 89.883264 32.875743
44.000000 61.608777 89.883264 35.359152
45.000000 62.067859 89.883264 35.433384
46.000000 66.015278 90.362169 34.561463
47.000000 70.637426 90.362169 32.341009
48.000000 68.695379 91.023264 33.639677
49.000000 69.567969 91.023264 32.060184
50.000000 75.658236 91.023264 28.197209
