gen avg max std
0.000000 2.470198 73.781090 12.849653
1.000000 9.305097 74.630099 14.106967
2.000000 15.734252 38.326780 7.731978
3.000000 22.902376 65.785392 7.989843
4.000000 23.397732 86.560703 8.039977
5.000000 24.760340 66.046780 9.419175
6.000000 25.357996 86.660316 12.083393
7.000000 24.279677 83.700644 9.048631
8.000000 24.773562 74.127872 9.530843
9.000000 26.591420 87.432442 12.666497
10.000000 26.248416 83.463657 11.316814
11.000000 25.696801 86.718969 9.850948
12.000000 26.999646 86.209688 11.163135
13.000000 26.574311 84.286968 9.940548
14.000000 26.392563 56.822056 6.864955
15.000000 26.591181 83.818427 10.470928
16.000000 28.655774 74.647371 9.256907
17.000000 29.904701 74.254764 8.952598
18.000000 31.846410 84.645587 11.741993
19.000000 33.657020 85.211111 13.281578
20.000000 35.204013 86.051111 11.744267
21.000000 36.656649 87.146616 10.842537
22.000000 36.011019 87.573767 9.612342
23.000000 35.525493 65.429117 7.066644
24.000000 36.194016 85.571111 9.216627
25.000000 35.433633 74.187655 7.718636
26.000000 36.816963 83.328046 10.615585
27.000000 37.069005 86.220096 11.117600
28.000000 39.619249 85.598970 12.247078
29.000000 40.803844 85.602667 13.621079
30.000000 43.912508 86.280745 14.238190
31.000000 45.981044 86.462139 14.392555
32.000000 50.330056 87.524567 15.008968
33.000000 50.064652 84.925521 10.497572
34.000000 53.062900 86.434316 12.668008
35.000000 57.266027 86.809122 13.027666
36.000000 59.741344 87.751772 12.562166
37.000000 62.236655 86.384317 13.273930
38.000000 62.613051 85.624687 12.012839
39.000000 67.167600 89.275513 13.841279
40.000000 70.956492 88.320745 12.205854
41.000000 75.601181 88.173043 9.952491
42.000000 77.366934 88.117317 8.481363
43.000000 76.691430 88.629858 8.647569
44.000000 78.484438 88.569505 8.286530
45.000000 81.468030 88.669391 6.028709
46.000000 83.793455 89.073767 4.248780
47.000000 83.379739 89.472026 4.286966
48.000000 83.698822 89.103825 4.411035
49.000000 83.698012 87.842139 4.063340
