gen avg max std
0.000000 -5.009489 19.939089 4.104477
1.000000 -2.704222 19.964377 6.025160
2.000000 -0.849533 20.022865 7.059473
3.000000 2.423445 25.764898 7.439276
4.000000 8.285561 20.007508 6.372721
5.000000 12.291527 21.333045 5.651686
6.000000 14.168056 23.006475 5.270861
7.000000 18.398057 33.470631 4.166889
8.000000 19.841071 27.573824 1.623539
9.000000 19.985241 21.175112 0.237020
10.000000 20.037903 21.326589 0.340636
11.000000 20.013804 21.326589 0.303292
12.000000 19.988753 21.326511 0.254098
13.000000 19.993841 21.330209 0.272530
14.000000 20.016287 21.326431 0.310861
15.000000 20.051837 21.582061 0.386659
16.000000 20.006593 21.341384 0.285414
17.000000 20.006667 21.330703 0.284414
18.000000 20.020183 21.330685 0.287024
19.000000 19.980297 21.330644 0.213673
20.000000 20.004076 21.333424 0.257365
21.000000 20.045302 21.333535 0.324740
22.000000 20.043948 21.177101 0.311240
23.000000 20.055167 21.337236 0.335616
24.000000 20.116148 21.369270 0.418316
25.000000 20.070266 21.348354 0.333076
26.000000 20.108348 21.367896 0.399492
27.000000 20.035117 21.330209 0.276372
28.000000 20.103235 22.689241 0.459070
29.000000 20.146573 21.370727 0.437589
30.000000 20.099793 21.368688 0.363772
