gen avg max std
0.000000 -4.754150 19.896276 4.441663
1.000000 -3.487662 19.885233 5.027529
2.000000 -1.221152 19.936089 6.210736
3.000000 3.113012 19.936089 7.857721
4.000000 9.427928 23.078330 7.686624
5.000000 14.307427 21.581339 5.476509
6.000000 18.707716 29.854209 2.678660
7.000000 20.062656 24.686165 0.698459
8.000000 19.972817 21.574090 0.229009
9.000000 20.001914 21.580196 0.298033
10.000000 19.942278 20.004527 0.013308
11.000000 19.976400 21.580621 0.229767
12.000000 20.039947 21.581513 0.370014
13.000000 20.045947 21.580809 0.388292
14.000000 20.062588 21.581285 0.395772
15.000000 19.983994 21.581737 0.229170
16.000000 19.984338 21.300240 0.189560
17.000000 20.052440 21.582158 0.386927
18.000000 19.988252 21.574162 0.227391
19.000000 20.032891 21.582130 0.316727
20.000000 20.096597 21.618163 0.403653
21.000000 20.039845 21.581721 0.315000
22.000000 20.045715 21.574364 0.312777
23.000000 20.005504 21.574655 0.225024
24.000000 19.978922 20.041959 0.021865
25.000000 20.065991 21.582000 0.352746
26.000000 20.035878 21.582188 0.278199
27.000000 19.980648 20.039465 0.019826
28.000000 20.012787 21.618811 0.230415
29.000000 20.011506 21.582042 0.225356
30.000000 19.981904 20.041959 0.019667
