gen avg max std
0.000000 0.732452 70.030231 14.609316
1.000000 5.748742 64.236862 15.361722
2.000000 15.320960 87.066419 23.213468
3.000000 19.971348 87.066419 20.664375
4.000000 26.770592 87.066419 24.548683
5.000000 30.861892 87.066419 27.409023
6.000000 33.045795 87.066419 31.634331
7.000000 34.747797 87.066419 31.896443
8.000000 39.847980 87.066419 35.214044
9.000000 35.151624 87.831353 35.380558
10.000000 35.221829 87.831353 34.531668
11.000000 41.846773 87.831353 33.903604
12.000000 48.156441 87.831353 35.099745
13.000000 41.224347 87.831353 38.103787
14.000000 45.224739 87.831353 36.671010
15.000000 52.239929 87.831353 36.107172
16.000000 48.027859 87.831353 37.624994
17.000000 59.465048 87.831353 36.871401
18.000000 70.881673 87.831353 32.683401
19.000000 71.366200 87.831353 33.266470
20.000000 72.304930 87.831353 31.315759
21.000000 72.902669 87.831353 31.992494
22.000000 67.551239 87.831353 35.178923
23.000000 69.524743 87.831353 33.661661
24.000000 74.880890 87.831353 30.068636
25.000000 66.511206 87.831353 36.946775
26.000000 73.013158 87.831353 29.716633
27.000000 71.774454 87.831353 32.809503
28.000000 70.688029 87.831353 33.817719
29.000000 68.623386 87.831353 34.379130
30.000000 69.201921 87.831353 34.124321
