gen avg max std
0.000000 -1.907270 61.138408 12.985839
1.000000 0.660337 60.353899 15.671682
2.000000 6.448566 63.871023 17.359226
3.000000 17.432391 56.380555 17.052815
4.000000 32.613886 78.700201 10.939919
5.000000 41.765150 86.272068 16.230654
6.000000 45.597577 79.153916 15.306672
7.000000 46.191399 78.998485 14.046596
8.000000 49.574088 84.771352 15.333359
9.000000 54.358687 85.209376 14.426256
10.000000 59.300583 79.025132 13.209804
11.000000 62.469430 79.141348 10.855740
12.000000 67.869967 86.382343 10.632801
13.000000 69.824146 85.261293 8.784822
14.000000 69.222223 86.408795 8.250477
15.000000 74.121093 85.585426 5.498313
16.000000 72.973791 86.674176 7.376617
17.000000 75.265889 85.392629 6.325142
18.000000 78.315194 85.932951 3.729486
19.000000 79.087285 87.393581 1.203480
20.000000 79.395258 86.451762 1.621931
21.000000 79.959331 87.255207 2.462032
22.000000 80.267486 86.465285 2.712141
23.000000 80.656014 87.234617 3.022032
24.000000 81.089838 87.073935 3.108824
25.000000 80.826196 86.837363 2.847790
26.000000 82.261331 86.832313 3.286802
27.000000 82.835057 86.622057 3.251167
28.000000 82.654751 86.316460 3.225186
29.000000 83.563360 86.522715 2.984714
30.000000 85.486680 86.567137 0.901826
