gen avg max std
0.000000 7.055989 65.767552 16.399742
1.000000 16.186549 39.182889 10.983361
2.000000 27.152004 57.358093 10.055031
3.000000 27.299231 74.755833 9.367956
4.000000 31.324687 91.529262 14.040188
5.000000 32.012391 65.727123 9.781137
6.000000 39.495117 75.206986 14.377139
7.000000 45.477811 88.270950 14.597000
8.000000 50.682376 87.818586 16.821493
9.000000 57.731226 86.391410 12.116162
10.000000 62.199626 89.215851 8.673749
11.000000 60.723719 84.167552 7.027642
12.000000 60.662422 86.391410 8.054629
13.000000 62.165851 86.791410 9.132283
14.000000 62.786693 87.154995 9.953495
15.000000 65.319223 87.991410 10.392633
16.000000 66.891533 87.591410 11.960564
17.000000 68.399079 87.193424 10.871217
18.000000 69.438913 86.589400 10.940311
19.000000 73.756016 88.203556 9.078985
20.000000 74.828170 88.673131 9.132495
21.000000 76.950234 90.530703 8.962007
22.000000 82.412514 89.910955 5.128910
23.000000 81.302181 88.215851 5.635772
24.000000 82.652437 90.621114 5.032421
25.000000 84.822194 89.593424 3.883773
26.000000 83.557704 87.554995 4.487574
27.000000 82.336715 87.638793 5.257885
28.000000 86.131598 90.621114 1.279198
29.000000 83.314910 87.666602 4.583234
30.000000 85.050509 88.193424 3.189864
