gen avg max std
0.000000 5.959579 91.653896 26.638688
1.000000 15.500158 89.470040 30.568130
2.000000 28.890373 92.328859 34.121358
3.000000 52.574369 93.088354 32.617280
4.000000 77.289838 90.739688 18.394425
5.000000 87.197150 90.253561 0.485927
6.000000 87.365928 91.206659 0.696910
7.000000 87.406245 90.739688 0.715438
8.000000 87.347440 90.699556 0.663272
9.000000 87.329831 91.093561 0.627401
10.000000 87.384874 90.303246 0.689554
11.000000 87.406384 91.093561 0.744911
12.000000 87.438102 90.786986 0.784441
13.000000 87.386115 90.733561 0.659318
14.000000 87.551113 90.739688 0.846303
15.000000 87.655730 89.758422 0.888680
16.000000 87.922975 90.799688 1.058668
17.000000 88.225152 90.739688 1.136759
18.000000 88.692232 90.783229 1.147254
19.000000 89.065921 91.169573 0.956287
20.000000 89.545761 90.559688 0.218703
21.000000 89.575420 91.832890 0.309832
22.000000 89.611969 90.659827 0.206395
23.000000 89.670654 90.931940 0.244986
24.000000 89.671407 90.451940 0.201753
25.000000 89.680608 90.743900 0.227675
26.000000 89.693939 90.631940 0.210132
27.000000 89.768909 90.811940 0.244061
28.000000 89.850285 90.691940 0.255145
29.000000 89.891724 91.222972 0.265254
30.000000 89.896219 90.811940 0.203644
31.000000 89.972267 90.743900 0.146977
32.000000 89.990261 90.864008 0.097653
33.000000 89.999681 90.811940 0.122957
34.000000 90.009465 90.811940 0.150078
35.000000 89.997343 90.624008 0.106416
36.000000 89.980895 90.571940 0.059777
37.000000 89.982943 90.691940 0.080353
38.000000 89.982115 90.691940 0.080574
39.000000 89.980796 90.571940 0.059471
40.000000 89.983298 90.503900 0.071533
