gen avg max std
0.000000 0.791184 66.379599 15.620293
1.000000 9.871890 74.767552 20.204389
2.000000 18.012833 74.767552 22.511825
3.000000 22.759637 74.767552 25.310736
4.000000 25.735254 74.767552 25.464092
5.000000 25.505413 74.767552 26.462510
6.000000 28.810547 74.779410 28.782268
7.000000 37.736759 86.793424 31.201168
8.000000 44.907495 86.793424 29.308542
9.000000 47.192881 87.593424 31.167271
10.000000 44.242478 88.266602 33.573075
11.000000 42.832639 87.593424 30.567256
12.000000 48.368689 87.593424 28.770063
13.000000 46.779926 87.593424 31.008658
14.000000 48.127799 87.593424 32.474777
15.000000 51.517436 87.593424 30.769783
16.000000 52.929827 87.593424 29.679874
17.000000 46.382436 87.615851 34.013717
18.000000 48.600258 88.393424 33.238206
19.000000 49.664099 88.393424 37.355520
20.000000 59.568693 91.559745 34.113393
21.000000 62.125175 91.559745 32.793871
22.000000 60.507356 91.559745 33.419679
23.000000 60.286176 91.559745 33.026557
24.000000 64.234417 91.559745 32.442776
25.000000 49.539105 91.559745 34.260873
26.000000 53.716621 91.559745 34.390437
27.000000 62.069672 91.559745 32.303284
28.000000 63.223913 91.559745 32.996328
29.000000 63.030228 91.559745 31.060150
30.000000 64.638155 91.559745 31.813546
