gen avg max std
0.000000 2.886666 30.553263 9.934223
1.000000 10.650548 48.006039 11.149432
2.000000 17.532563 85.784288 10.612377
3.000000 22.449987 65.441802 6.190916
4.000000 23.306824 83.693120 6.491296
5.000000 23.169438 73.811587 5.610234
6.000000 22.920644 55.906595 4.521539
7.000000 22.936594 56.278574 4.357686
8.000000 22.757482 39.247427 3.818925
9.000000 23.114624 56.952628 4.702001
10.000000 23.126656 48.136369 4.102517
11.000000 24.016426 56.282195 5.758458
12.000000 24.988860 56.978977 6.533725
13.000000 26.494372 65.777424 7.808513
14.000000 27.145514 65.777424 7.792192
15.000000 28.448870 56.899681 8.463924
16.000000 30.522168 85.681432 9.413420
17.000000 34.264642 86.514949 9.607797
18.000000 36.744137 85.712568 8.521413
19.000000 37.434671 57.073074 6.543703
20.000000 40.290493 57.081106 7.374212
21.000000 42.375121 65.860115 6.664756
22.000000 42.301341 57.028738 6.167487
23.000000 44.648298 74.358818 6.691500
24.000000 45.789934 65.904175 6.431658
25.000000 45.783564 57.028738 5.334991
26.000000 47.695369 84.138299 7.566875
27.000000 47.710763 84.515543 7.393724
28.000000 49.000604 83.770279 7.126022
29.000000 49.942955 74.559053 6.859339
30.000000 51.100406 74.679232 5.955871
31.000000 50.583962 65.933892 4.598231
32.000000 50.953582 84.761860 5.508670
33.000000 50.648254 74.260663 4.820569
34.000000 50.502057 87.045587 6.411520
