gen avg max std
0.000000 -3.844581 39.557582 6.160792
1.000000 -0.804277 39.557582 10.512732
2.000000 3.749597 39.557582 13.850607
3.000000 4.317285 47.734699 12.707345
4.000000 6.486869 47.734699 13.732653
5.000000 10.386273 48.439318 15.949027
6.000000 13.768755 48.439318 19.102822
7.000000 15.915076 86.089769 21.036940
8.000000 15.650324 86.089769 23.403945
9.000000 21.544282 86.089769 25.991356
10.000000 22.819042 86.089769 27.683140
11.000000 22.997160 86.089769 24.512056
12.000000 31.562962 86.089769 23.012419
13.000000 30.381333 75.439318 23.849407
14.000000 32.160385 75.439318 22.808806
15.000000 34.878672 75.439318 23.687961
16.000000 34.847768 75.439318 24.753993
17.000000 34.221495 75.439318 26.681152
18.000000 36.388514 75.439318 29.409283
19.000000 34.383565 75.439318 30.643793
20.000000 41.850310 75.439318 31.732165
21.000000 46.057239 75.439318 33.306648
22.000000 53.191540 75.439318 30.634523
23.000000 58.653081 75.439318 29.302717
24.000000 63.329891 75.439318 26.110642
25.000000 60.079201 75.439318 28.395727
26.000000 58.476559 75.439318 29.915218
27.000000 59.911115 75.439318 28.571563
28.000000 59.378873 75.439318 29.090715
29.000000 57.762690 75.439318 30.964974
30.000000 57.592958 75.439318 29.246856
