gen avg max std
0.000000 -0.504880 56.742332 11.615291
1.000000 6.205970 56.742332 16.097706
2.000000 12.535591 85.640905 17.406902
3.000000 16.447035 85.640905 18.811310
4.000000 21.265626 65.779410 20.504265
5.000000 25.576769 91.164519 22.791803
6.000000 28.787081 91.164519 25.922043
7.000000 30.078765 91.164519 28.033578
8.000000 35.945803 91.164519 28.867692
9.000000 36.492081 86.682547 28.466931
10.000000 33.331354 86.682547 28.522719
11.000000 40.076668 86.682547 26.890339
12.000000 38.327733 88.038793 29.717072
13.000000 42.023299 87.124654 28.544276
14.000000 45.386009 87.238793 27.943767
15.000000 45.445060 87.238793 28.679409
16.000000 45.275512 87.238793 28.723933
17.000000 47.772925 87.238793 28.337573
18.000000 50.810258 87.821114 30.148577
19.000000 53.852547 87.821114 27.510293
20.000000 49.588918 89.926955 29.498465
21.000000 52.076739 91.157367 26.994849
22.000000 56.196941 91.157367 24.842562
23.000000 54.703963 91.157367 26.350825
24.000000 51.587459 91.157367 27.470118
25.000000 57.818758 91.159745 25.364062
26.000000 55.614688 91.157367 26.228695
27.000000 54.369259 91.157367 27.854988
28.000000 53.769866 91.157367 25.729548
29.000000 54.154840 91.157367 24.665380
30.000000 54.200253 91.157367 26.354108
31.000000 58.872276 91.157367 22.041868
32.000000 56.906571 90.423649 25.057313
33.000000 56.584960 90.423649 24.868127
34.000000 57.044495 90.423649 25.643551
35.000000 54.897748 90.423649 25.997531
36.000000 54.365744 90.423649 26.732745
37.000000 57.502126 90.423649 27.262879
38.000000 59.262701 91.157367 24.371641
39.000000 59.290250 91.159745 26.370051
40.000000 57.905590 91.157367 25.402223
