gen avg max std
0.000000 9.079751 30.057201 11.441429
1.000000 12.949635 37.827575 9.224818
2.000000 20.471831 47.479379 6.907572
3.000000 24.940173 73.739477 8.117298
4.000000 26.136406 56.309158 8.964819
5.000000 23.845994 47.434735 4.979732
6.000000 22.732052 39.153561 3.690106
7.000000 23.045168 39.210040 3.940883
8.000000 22.569844 30.386872 2.659137
9.000000 22.406467 30.409013 2.427903
10.000000 22.735009 38.832484 3.309881
11.000000 22.568462 29.978977 2.606057
12.000000 22.927602 39.313025 3.536575
13.000000 23.071707 30.701683 3.198195
14.000000 23.562124 47.983843 4.627422
15.000000 22.912367 39.165189 3.462881
16.000000 23.075709 30.701683 3.166514
17.000000 24.223344 65.521490 6.863334
18.000000 24.209633 47.246562 5.120798
19.000000 23.893834 46.842265 4.680196
20.000000 25.351168 87.965438 11.049726
21.000000 24.429445 47.849397 5.755471
22.000000 26.972262 88.042294 13.141423
23.000000 26.170414 87.962963 11.653679
24.000000 24.771655 47.978977 5.253434
25.000000 24.981372 48.023649 5.343234
26.000000 24.314319 48.168118 5.144540
27.000000 27.617782 89.995913 13.796668
28.000000 25.978669 48.075744 5.943307
29.000000 26.645720 48.059829 6.359963
30.000000 25.948892 48.026190 5.887696
31.000000 28.189691 89.640096 11.348812
32.000000 28.222682 64.700203 8.333789
