gen avg max std
0.000000 7.658228 89.347040 28.439223
1.000000 20.634693 89.350924 36.545610
2.000000 36.735404 90.949641 41.008429
3.000000 50.309078 89.402832 40.714735
4.000000 57.673049 89.719688 40.487335
5.000000 58.091796 89.719688 40.683971
6.000000 64.154280 89.719688 37.281936
7.000000 68.494478 89.719688 34.541421
8.000000 68.486493 91.443246 33.960894
9.000000 72.562166 91.443246 31.733360
10.000000 68.134420 91.443246 33.898363
11.000000 80.467868 91.443246 23.238685
12.000000 80.143641 91.443246 23.834872
13.000000 76.069527 90.739688 26.185800
14.000000 79.864959 90.692751 23.935869
15.000000 74.165044 90.692751 28.151175
16.000000 69.527074 91.279688 30.116008
17.000000 66.081345 91.279688 33.953482
18.000000 71.657838 91.279688 31.307807
19.000000 71.307688 91.279688 32.477268
20.000000 72.476154 91.279688 31.522677
21.000000 74.721509 91.279688 29.267075
22.000000 65.222963 91.279688 37.015553
23.000000 68.531604 91.279688 33.562432
24.000000 78.828654 91.279688 27.361838
25.000000 83.148186 91.279688 22.056448
26.000000 81.887821 91.279688 24.138261
27.000000 82.074194 91.279688 23.604755
28.000000 81.349606 91.279688 24.334774
29.000000 85.360369 91.279688 18.954378
30.000000 77.600823 91.279688 29.046398
