gen avg max std
0.000000 2.053075 47.966914 10.660601
1.000000 7.296952 30.279688 10.161041
2.000000 15.552973 85.915913 12.630727
3.000000 20.534552 39.105597 5.077879
4.000000 23.635257 84.170591 7.768574
5.000000 23.732112 85.610591 8.105776
6.000000 23.584706 85.430591 8.682249
7.000000 23.796830 73.889304 7.740557
8.000000 23.386131 82.922502 7.126672
9.000000 23.760282 84.026263 7.588316
10.000000 23.716400 84.938916 7.961939
11.000000 24.006113 65.149874 7.002261
12.000000 24.059675 74.066577 7.303419
13.000000 24.559789 83.319809 8.613471
14.000000 24.931227 65.415209 7.663377
15.000000 25.201398 47.259481 5.274962
16.000000 26.383596 74.010665 8.027633
17.000000 24.980678 56.284617 6.383161
18.000000 25.289458 65.488255 6.576985
19.000000 26.505667 65.412450 8.152483
20.000000 25.755658 87.299778 9.462022
21.000000 25.517784 74.521490 9.326845
22.000000 25.079405 83.138916 8.043346
23.000000 26.216869 84.017119 8.891007
24.000000 26.692794 87.060745 10.925647
25.000000 27.837856 83.756714 12.228594
26.000000 28.697572 83.555591 12.681087
27.000000 28.967822 88.624201 14.116909
28.000000 30.646286 85.443530 15.470792
29.000000 32.663230 87.660745 16.473448
30.000000 33.117056 85.935388 16.341036
31.000000 36.842626 86.139269 18.713688
32.000000 40.879338 87.288374 20.743085
33.000000 44.696035 87.173468 20.408989
34.000000 47.964350 88.010409 19.135264
35.000000 53.925476 87.704317 19.666422
36.000000 57.170987 89.945396 19.838365
37.000000 60.877725 88.337891 17.498111
38.000000 69.013125 87.605396 13.723257
39.000000 69.786243 88.087655 13.276668
40.000000 73.828029 90.843735 11.473866
