gen avg max std
0.000000 -4.863659 19.936089 3.983873
1.000000 19.936070 19.936089 0.000287
2.000000 19.936089 19.936089 0.000000
3.000000 19.936089 19.936089 0.000000
4.000000 19.936052 19.936089 0.000406
5.000000 19.935965 19.936089 0.000781
6.000000 19.935847 19.936089 0.001088
7.000000 19.942390 21.582136 0.106131
8.000000 19.942470 21.582036 0.106092
9.000000 19.942291 21.582036 0.106136
10.000000 19.935241 19.936089 0.005131
11.000000 19.935294 19.936089 0.004821
12.000000 19.942823 21.582101 0.106038
13.000000 19.942401 21.582028 0.106120
14.000000 19.949539 21.582101 0.149659
15.000000 19.949329 21.582145 0.149705
16.000000 19.962744 21.582145 0.210860
17.000000 19.948533 21.582052 0.149863
18.000000 19.934601 19.936089 0.006545
19.000000 19.942051 21.582095 0.106214
20.000000 19.955857 21.582095 0.183029
21.000000 19.941515 21.582060 0.106516
22.000000 19.935483 19.936089 0.003864
23.000000 19.935046 19.936089 0.006782
24.000000 19.942299 21.582119 0.106169
25.000000 19.935720 19.936089 0.002084
26.000000 19.935240 19.936089 0.006595
27.000000 19.935194 19.936089 0.006277
28.000000 19.935139 19.936089 0.006755
29.000000 19.935074 19.936089 0.006520
30.000000 19.935466 19.937586 0.003239
31.000000 19.935439 19.937586 0.003779
32.000000 19.934664 19.936089 0.006563
33.000000 19.947293 21.582095 0.150173
34.000000 19.947063 21.582095 0.150143
35.000000 19.940362 21.582082 0.106603
36.000000 19.959575 21.582101 0.211537
37.000000 19.966339 21.582125 0.235984
38.000000 19.959982 21.582125 0.211590
39.000000 19.958679 21.582145 0.211985
40.000000 19.959332 21.582145 0.211789
41.000000 19.965894 21.582145 0.236268
42.000000 19.993830 21.582145 0.313830
43.000000 19.979288 21.582140 0.278105
44.000000 20.029882 23.914393 0.439179
45.000000 20.025517 21.582150 0.387818
46.000000 20.010020 21.582150 0.360329
