gen avg max std
0.000000 -4.695395 19.936089 4.966778
1.000000 -1.938443 19.936089 6.945779
2.000000 2.929470 19.966236 9.337282
3.000000 8.993642 24.033740 10.175870
4.000000 13.337997 24.033740 9.782524
5.000000 14.321354 28.552845 10.161232
6.000000 15.242942 25.000010 9.438027
7.000000 15.797112 25.000010 9.476089
8.000000 14.588865 29.123934 10.854817
9.000000 18.463450 29.162562 9.596140
10.000000 16.969095 29.162562 10.852057
11.000000 18.419993 38.770856 10.615703
12.000000 17.934686 37.087713 11.718766
13.000000 18.903993 45.914889 12.245435
14.000000 20.070717 45.914889 12.747159
15.000000 22.133108 45.914889 13.344681
16.000000 23.727207 45.914889 12.794451
17.000000 26.037429 45.914889 13.944811
18.000000 27.077852 45.914889 15.241924
19.000000 28.689286 45.914889 17.033143
20.000000 36.475636 45.914889 15.832774
21.000000 40.351182 45.914889 14.075680
22.000000 41.607257 45.914889 12.608343
23.000000 40.872460 45.914889 13.337000
24.000000 42.983728 45.914889 10.403962
25.000000 42.710890 45.914889 11.092264
26.000000 41.189695 45.914889 13.841066
27.000000 41.542769 45.914889 13.070404
28.000000 42.176361 45.914889 12.151014
29.000000 42.833413 45.914889 10.781788
30.000000 40.515466 45.914889 14.412950
31.000000 43.464080 45.914889 9.740237
32.000000 42.849675 45.914889 10.284700
33.000000 42.342909 45.914889 11.592887
34.000000 42.422513 45.914889 11.771969
35.000000 40.555765 45.914889 14.229166
36.000000 41.702765 45.914889 12.189768
37.000000 40.913995 45.914889 13.939398
38.000000 41.832553 45.914889 11.830990
39.000000 42.175797 45.914889 11.888727
40.000000 41.894513 45.914889 11.976195
41.000000 42.441762 45.914889 12.017637
42.000000 42.062596 45.914889 12.483094
43.000000 41.393813 45.914889 13.095122
44.000000 42.866368 45.914889 10.833364
45.000000 43.106434 45.914889 10.103515
46.000000 41.907562 45.914889 11.935265
