gen avg max std
0.000000 -5.228461 16.557678 4.095407
1.000000 -2.821675 19.950632 6.533908
2.000000 -0.852541 19.945972 7.045627
3.000000 1.081076 19.936089 7.121398
4.000000 4.576718 19.936089 7.296397
5.000000 9.990595 21.160470 6.533061
6.000000 13.104728 33.213705 5.935237
7.000000 18.123476 25.214611 3.012576
8.000000 19.391156 21.334139 1.533966
9.000000 19.988730 21.335367 0.257413
10.000000 19.973640 21.159639 0.192466
11.000000 19.976955 21.334936 0.213912
12.000000 19.964071 21.334139 0.195724
13.000000 19.948550 20.557539 0.086999
14.000000 19.976599 21.334139 0.212649
15.000000 19.992036 21.334936 0.273975
16.000000 19.936957 19.961208 0.004309
17.000000 19.977599 21.333088 0.213797
18.000000 19.990856 21.367218 0.262404
19.000000 20.021908 21.334202 0.328748
20.000000 19.993237 21.334443 0.258482
21.000000 20.018493 23.763252 0.535058
22.000000 19.957636 20.589540 0.091114
23.000000 20.002930 21.573735 0.284563
24.000000 20.075901 21.572035 0.375829
25.000000 20.107770 21.348570 0.402549
26.000000 20.203914 24.942793 0.789779
27.000000 20.195470 25.024402 0.779031
28.000000 20.158089 21.404444 0.440484
29.000000 20.331381 24.153055 0.886911
30.000000 20.429988 24.748775 0.851466
