gen avg max std
0.000000 34.521004 92.796054 37.861433
1.000000 67.472425 92.796054 24.956112
2.000000 87.188741 91.989365 3.760888
3.000000 88.804127 93.202788 1.862074
4.000000 89.705614 93.202788 2.035482
5.000000 90.394397 93.409567 1.971310
6.000000 91.787639 93.409567 0.498943
7.000000 92.027671 93.409567 0.545678
8.000000 92.071943 93.409567 0.548826
9.000000 92.236850 93.409567 0.485751
10.000000 92.346378 93.409567 0.445063
11.000000 92.291843 93.409567 0.453738
12.000000 92.400974 93.409567 0.479220
13.000000 92.308711 93.409567 0.429817
14.000000 92.353859 93.409567 0.477527
15.000000 92.274938 93.409567 0.438731
16.000000 92.390604 93.409567 0.470935
17.000000 92.486045 93.409567 0.456140
18.000000 92.546889 93.409567 0.452001
19.000000 92.533075 93.409567 0.404142
20.000000 92.577114 93.409567 0.386051
21.000000 92.644382 93.409567 0.281071
22.000000 92.676973 93.409567 0.317428
23.000000 92.615108 93.409567 0.353012
24.000000 92.680748 93.409567 0.184632
25.000000 92.700043 93.409567 0.199671
26.000000 92.693839 93.202788 0.102911
27.000000 92.707270 93.409567 0.165022
28.000000 92.707687 93.202788 0.143126
29.000000 92.706023 93.202788 0.128389
30.000000 92.718804 93.409567 0.137361
