gen avg max std
0.000000 5.825458 93.616695 26.586475
1.000000 13.124936 89.123843 30.146544
2.000000 24.777794 90.030571 33.139455
3.000000 50.365660 92.031655 32.624702
4.000000 70.621488 90.773025 25.070351
5.000000 87.242024 91.563229 1.341918
6.000000 87.519333 90.473263 0.854961
7.000000 87.481876 90.887882 0.835153
8.000000 87.604154 90.919688 0.960076
9.000000 87.583687 90.919688 0.938939
10.000000 87.453608 90.477582 0.740512
11.000000 87.599498 90.816678 0.897733
12.000000 87.635749 89.558539 0.885575
13.000000 87.770924 90.357582 1.001772
14.000000 87.895223 90.319688 1.041916
15.000000 88.453853 90.882907 1.155909
16.000000 88.884404 91.677582 1.063879
17.000000 89.455109 90.499688 0.418604
18.000000 89.579367 90.893263 0.184693
19.000000 89.600912 90.673561 0.168278
20.000000 89.579637 90.167882 0.086956
21.000000 89.578447 90.016456 0.082983
22.000000 89.574512 90.139688 0.081021
23.000000 89.587119 90.187798 0.105314
24.000000 89.582152 90.211940 0.103027
25.000000 89.590290 90.862972 0.144723
26.000000 89.588114 90.742972 0.143300
27.000000 89.595075 90.407882 0.143829
28.000000 89.611085 90.691940 0.190237
29.000000 89.618215 90.742972 0.197741
30.000000 89.608171 90.667798 0.165158
31.000000 89.612747 90.946268 0.183660
32.000000 89.615599 90.086267 0.139412
33.000000 89.657244 90.691940 0.195589
34.000000 89.670322 90.726659 0.243953
35.000000 89.703442 90.811940 0.254835
36.000000 89.717754 90.811940 0.257839
37.000000 89.736487 90.571940 0.230732
38.000000 89.742727 90.691940 0.239199
39.000000 89.821513 90.691940 0.254744
40.000000 89.841839 90.811940 0.226922
