gen avg max std
0.000000 5.747205 87.237882 25.768085
1.000000 19.891099 87.237882 36.745293
2.000000 32.397473 89.294823 40.115419
3.000000 50.735161 89.469012 38.940759
4.000000 53.993357 89.953561 39.248180
5.000000 59.336486 89.953561 38.303042
6.000000 62.593491 91.793548 38.131046
7.000000 65.700289 90.919688 35.162310
8.000000 51.902825 90.919688 40.379751
9.000000 62.405007 91.913548 37.440871
10.000000 58.059296 92.236695 38.647922
11.000000 62.730480 92.236695 36.722563
12.000000 62.336040 92.236695 37.941462
13.000000 61.516192 92.236695 36.775366
14.000000 57.602992 92.236695 39.714437
15.000000 57.151509 92.236695 39.212089
16.000000 64.187931 92.236695 34.617025
17.000000 59.255545 92.236695 39.933321
18.000000 67.866229 92.236695 35.508526
19.000000 66.418242 92.236695 37.271799
20.000000 64.321897 92.236695 38.125440
21.000000 69.032354 92.236695 35.797564
22.000000 72.317670 92.236695 35.763508
23.000000 79.003589 92.236695 27.902461
24.000000 73.641273 92.236695 34.041956
25.000000 81.878036 92.236695 26.876721
26.000000 80.920289 92.236695 27.110512
27.000000 79.932116 92.236695 27.651206
28.000000 83.941492 92.236695 23.190260
29.000000 82.943226 92.236695 25.589142
30.000000 83.010671 92.236695 25.019859
