gen avg max std
0.000000 -5.039867 19.936089 4.309641
1.000000 -2.857931 21.139982 6.085937
2.000000 -0.764709 38.892406 8.325179
3.000000 4.736492 22.346775 8.497539
4.000000 9.111791 19.941360 6.630515
5.000000 15.977270 28.607594 5.615861
6.000000 18.761564 19.998366 2.144715
7.000000 19.983146 21.319275 0.254491
8.000000 20.018137 21.306911 0.298980
9.000000 20.004824 21.581940 0.282794
10.000000 19.980311 21.581601 0.229729
11.000000 19.975143 21.143408 0.168488
12.000000 20.008283 21.574573 0.281540
13.000000 19.957270 20.035061 0.024667
14.000000 20.052602 24.179870 0.589966
15.000000 20.057935 21.577556 0.346408
16.000000 20.156322 24.184152 0.690378
17.000000 20.118929 24.169739 0.639258
18.000000 20.006341 21.377154 0.196535
19.000000 19.975990 20.041959 0.020403
20.000000 19.973669 20.027753 0.017271
21.000000 19.976219 20.022411 0.015149
22.000000 20.011455 21.683506 0.239357
23.000000 20.076242 24.557048 0.640396
24.000000 20.008421 21.197786 0.171028
25.000000 19.982717 20.027214 0.018095
26.000000 19.989506 20.041959 0.024257
27.000000 20.016194 21.405048 0.199315
28.000000 20.011172 21.382268 0.196600
29.000000 19.980685 20.013471 0.014884
30.000000 20.020493 21.667509 0.236090
