gen avg max std
0.000000 0.684262 72.929368 16.168501
1.000000 5.987388 74.488638 19.945046
2.000000 15.114495 73.709169 21.412885
3.000000 19.391329 73.709169 22.553596
4.000000 26.412705 73.709169 21.868876
5.000000 35.342275 87.755531 20.817345
6.000000 31.368069 88.390297 27.571228
7.000000 35.720685 88.390297 30.272985
8.000000 39.886044 87.641128 29.662854
9.000000 44.810191 87.641128 30.913406
10.000000 40.851578 87.613044 30.613557
11.000000 50.560841 87.613044 28.732588
12.000000 46.373426 86.072301 29.767546
13.000000 45.443436 87.247739 28.914921
14.000000 49.654130 86.700374 30.845002
15.000000 52.630510 87.228254 31.526479
16.000000 55.632179 87.805607 34.033617
17.000000 68.119514 87.805607 27.048100
18.000000 71.122895 88.670842 24.685182
19.000000 78.433693 89.006377 18.577307
20.000000 78.272733 89.006377 21.247342
21.000000 80.306787 89.183949 18.587213
22.000000 80.748826 89.073265 16.811110
23.000000 79.011344 89.073265 22.247616
24.000000 79.891161 89.294615 19.557035
25.000000 82.780320 89.236000 16.039075
26.000000 80.517693 89.262037 18.178077
27.000000 82.042804 89.288222 17.439152
28.000000 79.680805 89.320907 23.459756
29.000000 81.823027 89.320907 18.930442
30.000000 77.252404 89.308342 24.640741
