gen avg max std
0.000000 4.470270 90.919688 20.425727
1.000000 14.947097 91.662264 29.141195
2.000000 26.505541 91.662264 34.967363
3.000000 48.318138 91.662264 39.473663
4.000000 56.471742 91.662264 39.231419
5.000000 58.087960 91.662264 38.149394
6.000000 56.663684 91.662264 41.233775
7.000000 62.143682 91.662264 38.399745
8.000000 67.793907 91.662264 37.406906
9.000000 70.876314 91.662264 36.415663
10.000000 80.489911 91.662264 28.509885
11.000000 83.347533 91.662264 24.683237
12.000000 80.937433 91.662264 28.846282
13.000000 77.796622 91.662264 30.994964
14.000000 84.677291 91.662264 22.099531
15.000000 81.620349 91.662264 26.639493
16.000000 86.624622 91.662264 19.796057
17.000000 77.339247 91.662264 31.548043
18.000000 77.547351 91.662264 30.727654
19.000000 77.451788 91.662264 32.170337
20.000000 82.472134 91.662264 25.951538
21.000000 76.922901 91.662264 32.681540
22.000000 71.278934 91.662264 35.255506
23.000000 72.113701 91.662264 34.894060
24.000000 83.655451 91.662264 23.711096
25.000000 75.923006 91.662264 32.691588
26.000000 81.593178 91.662264 26.776180
27.000000 75.429319 91.662264 33.310347
28.000000 77.589312 91.662264 30.836874
29.000000 81.513528 91.662264 26.479115
30.000000 76.595151 91.662264 31.269957
