gen avg max std
0.000000 -0.358122 60.075633 13.197019
1.000000 10.543723 70.018444 19.453937
2.000000 21.739630 78.798338 21.219141
3.000000 26.683033 75.470374 24.395358
4.000000 30.429206 85.505261 25.458867
5.000000 33.318684 85.505261 25.836004
6.000000 35.296770 85.505261 27.658986
7.000000 43.373996 87.172289 29.975621
8.000000 49.356079 86.728720 31.235785
9.000000 59.726007 86.728720 28.586878
10.000000 59.495966 86.996743 31.323495
11.000000 65.555936 86.728720 28.681307
12.000000 67.749570 87.350950 27.414386
13.000000 73.118889 87.350950 25.342737
14.000000 81.745952 87.350950 16.409482
15.000000 81.376112 87.350950 17.687070
16.000000 81.149935 86.949265 16.422882
17.000000 79.655641 86.949265 17.775640
18.000000 76.486986 86.962658 21.004817
19.000000 77.504357 86.961208 19.402661
20.000000 77.688877 86.961208 18.991887
21.000000 78.235618 86.961208 18.870727
22.000000 81.551718 86.961208 15.126292
23.000000 83.216999 86.961208 14.236335
24.000000 79.609463 86.962952 18.285947
25.000000 79.331878 86.962952 17.670908
26.000000 76.330653 86.962952 22.393019
27.000000 79.570158 86.962952 17.625210
28.000000 77.301784 86.962952 19.495565
29.000000 79.271891 86.962952 18.006893
30.000000 81.873565 86.962952 15.459180
31.000000 82.271787 87.064642 14.406524
32.000000 83.310165 87.064642 13.749450
33.000000 83.643148 87.064642 12.958133
34.000000 83.493219 87.064642 12.802945
35.000000 82.377714 87.064642 15.316963
36.000000 82.102905 87.064642 13.222128
37.000000 82.421972 87.064642 14.238409
38.000000 82.984664 87.064955 13.373588
39.000000 83.299265 87.064955 14.059077
40.000000 82.846731 87.064955 14.879437
41.000000 82.009706 87.064955 16.227269
42.000000 81.885222 87.064955 16.347370
43.000000 82.804307 87.064955 14.478773
44.000000 83.592311 87.069467 12.360502
45.000000 82.147916 87.088455 16.514817
46.000000 83.045895 87.088455 15.025920
